timestamp,model,task,layer,variant,perturbation,score,split
2026-07-12T19:02:53.335515,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,51,mlp,avg,86.0,P
2026-07-12T19:04:41.765226,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,52,attn,avg,90.0,P
2026-07-12T19:06:30.259924,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,52,mlp,avg,90.0,P
2026-07-12T19:08:18.619437,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,53,attn,avg,86.0,P
2026-07-12T19:10:07.093037,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,53,mlp,avg,88.0,P
2026-07-12T19:11:55.438270,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,54,attn,avg,90.0,P
2026-07-12T19:13:43.946524,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,54,mlp,avg,90.0,P
2026-07-12T19:15:32.423450,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,55,attn,avg,90.0,P
2026-07-12T19:17:21.039589,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,55,mlp,avg,88.0,P
2026-07-12T19:19:09.606727,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,56,attn,avg,90.0,P
2026-07-12T19:20:57.600072,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,56,mlp,avg,90.0,P
2026-07-12T19:22:45.959264,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,57,attn,avg,90.0,P
2026-07-12T19:24:34.291597,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,57,mlp,avg,88.0,P
2026-07-12T19:26:22.725903,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,58,attn,avg,88.0,P
2026-07-12T19:28:11.182277,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,58,mlp,avg,90.0,P
2026-07-12T19:29:59.575041,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,59,attn,avg,88.0,P
2026-07-12T19:31:48.172771,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,59,mlp,avg,88.0,P
2026-07-12T19:33:36.667349,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,60,attn,avg,90.0,P
2026-07-12T19:35:25.214757,/scratch/shared_dir/hf_cache/hub/models--qihoo360--Light-IF-32B/snapshots/6320ef594d78bfe24a75d8804d8f8d395d143c7a,tinyMMLU,60,mlp,avg,88.0,P
